Question ID,Question Type,Difficulty Level,media_url,Question Text,Answer Options,Correct Answer,Skill Sets,Associated Skill,,
184,Textual,Advanced,,"A person travels 6 km south, then 6 km east, then 6 km north, and ends up where they started. Where is this possible?","Equator,  Bermuda Triangle, North Pole, None here",North Pole,Geographical reasoning,Logical & Verbal Reasoning,,
185,Textual,Advanced,,"If three painters can paint three walls in three hours, how many painters are needed to paint 18 walls in 6 hours?","6, 9,  12, 15",9,"Logical reasoning  ,  Work problem",Logical & Verbal Reasoning,,
186,Textual,Advanced,,A number is four times the sum of its digits. What is the number?,"24, 27, 36, 40",27,"Mathematical reasoning  ,  Number properties",Mathematical & Arithmetic Reasoning,,
187,Textual,Advanced,,"Find the missing number: 1, 1, 2, 3, 5, 8, __, 21","10, 12, 13, 15",13,"Mathematical reasoning  ,  Fibonacci sequence",Logical & Verbal Reasoning,,
188,Textual,Advanced,,"A ship is at anchor in a harbor. A ladder with 10 rungs is hanging over its side, with the bottom rung just touching the water. If each rung is 30 cm apart and the tide rises 1.5 meters, how many rungs will now be underwater?","5, 3, 0, 7",0,"Logical reasoning  ,  Problem-solving",Logical & Verbal Reasoning,,
189,Textual,Advanced,,A farmer has a 40-liter barrel of milk. He needs to measure exactly 4 liters but only has a 9-liter and a 5-liter container. How can he measure exactly 4 liters?,"1.  Fill the 9L container and transfer to the 5L container 2.  then repeat, 1. Fill the 9L container, transfer 5L to the smaller one 2. Empty the 5L container 3.  transfer 4L from the 9L container, Estimate by eye, None of the above","Fill the 9L container, transfer 5L to the smaller one, empty the 5L container, transfer 4L from the 9L container","Logical reasoning  ,  Water jug problem",Logical & Verbal Reasoning,,
190,Textual,Advanced,,"A prisoner is given a choice: two doors, one leading to freedom and the other to death. Two guards stand by, one always lies, and one always tells the truth. The prisoner can ask only one guard a single question. What should he ask?"," ""Which door leads to freedom?"", ""What would the other guard say is the door to freedom?"",""Are you the truthful guard?"", ""Does the lying guard stand by the death door?""","""What would the other guard say is the door to freedom?""","Logical reasoning  ,  Paradox problem",Problem-Solving & Critical Thinking,,
191,Textual,Exceptional,,"If five students can solve five problems in five minutes, how long will it take 100 students to solve 100 problems?","5 minutes, 50 minutes, 100 minutes, 500 minutes",5 minutes,Logical reasoning,Pattern Recognition,,
192,Textual,Exceptional,,A car’s odometer reads 72927 km. What is the minimum distance it must travel for the reading to be palindromic again?,"101 km, 110 km, 112 km, 121 km",110 km,Mathematical reasoning,Mathematical & Arithmetic Reasoning,,
193,Textual,Exceptional,,A Möbius strip is cut along its center. What happens?,"Two Möbius strips form, A single long twisted loop forms, Three separate loops form, It vanishes",A single long twisted loop forms,Spatial reasoning,Spatial & Visual Reasoning,,
194,Textual,Exceptional,,"How many different ways can the letters in the word ""CODE"" be arranged?","24, 36, 48, 120",24,Combinatorics,Pattern Recognition,,
195,Textual,Exceptional,,"If a man walks 3 km south, 3 km west, and 3 km north and ends up at the starting point, where is he?","North Pole, South Pole, Equator, Bermuda Triangle",North Pole,Geographical reasoning,General Knowledge & Categorization,,
196,Textual,Exceptional,,What is the result of this infinite series? 1 + 1/2 + 1/4 + 1/8 + …,"1, 2, Infinity, 0.5",2,Series & Sequences,Pattern Recognition,,
197,Textual,Exceptional,,"Which 4-digit number follows this pattern? The first digit is 1/3 of the second, the third is the sum of the first two, and the fourth is three times the third.","1369, 1349, 1468, 1296",1369,Mathematical reasoning,Mathematical & Arithmetic Reasoning,,
198,Textual,Exceptional,,A Möbius strip is cut along its center. What happens?,"Two Möbius strips form, A single long twisted loop forms, Three separate loops form, It disappears",A single long twisted loop forms,Spatial reasoning,Spatial & Visual Reasoning,,
199,Textual,Exceptional,,"You have two sand timers, one measuring 7 minutes and the other 11 minutes. How can you measure exactly 15 minutes?","Start both timers, flip the 7-minute timer when it runs out, and flip the 11-minute timer when it runs out, Flip the 7-minute timer twice and the 11-minute timer once, Use both timers independently and subtract the difference, Flip the 7-minute timer once, and when it runs out, flip it again","Start both timers, flip the 7-minute timer when it runs out, and flip the 11-minute timer when it runs out",Problem-solving,Problem-Solving & Critical Thinking,,
200,Textual,Exceptional,,"Find the next number in the pattern: 1, 2, 4, 8, 16, 32, __?","48, 50, 64, 100",64,Pattern recognition,Pattern Recognition,,
1,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/1_easy.png,Which larger shape would be made if the two sections are fitted together?,"a,b,c,d",c,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
2,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/2_easy+.png,Complete the matrix. Which figure belongs to the right box? ,"A,B,C,D,E,F",E,Pattern Recognition,Pattern Recognition,,
3,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/3_easy.png,Count the squares,"3,4,6,7",6,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
4,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/4_easy.png,"Each grid has purple (filled) and white (empty) boxes.
Imagine you are combining the grids like this:
If a box is filled in 1 or 3 of the grids, it stays purple.
If a box is filled in 0 or 2 of the grids, it becomes white.
Which option (A–E) shows the correct final grid after combining all three?","A,B,C,D,E",B,Logical & Verbal Reasoning,Logical & Verbal Reasoning,,
5,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/5_easy.png,Select where the holes will appear. ,"(D4, D2),
(B1, B4),
(B1, C3),
(D1, D4)
","(B1, B4)",Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
8,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/8_easy.png,Find the odd one out. ,"A,B,C,D,E",E,Pattern Recognition,Pattern Recognition,,
9,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/9_easy.png,"If you dial 3, 13, 0, 17, 3, which design results? ","Kite, Rectangle, Square, Circle, Star
",Kite,Spatial Orientation ,Pattern Recognition,,
10,Image,Easy ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Easy+band/10_easy+.png,How many straight lines are needed to divide a rectangular octagon into 8 identical triangles? ,"2,4,6,8,10",4,Spatial Orientation ,Mathematical & Arithmetic Reasoning,,
11,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_1.png,"When the blue car turns right, it will be moving west. What is the direction of the yellow car? ","South West, South, East, West, SSW",East ,Spatial Orientation ,Spatial & Visual Reasoning,,
12,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_2_new.png,Mirror image. Fill in the blanks in the mirror. ,"A,B,C,D,E",D,Spatial Orientation ,Spatial & Visual Reasoning,,
13,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_3.png,Where will the holes appear? ,"(A2, B2, A3, B3), (C2, D2, B4, D4), (B2, C2, B3, C3), (B2, C2, C3, D3),(D3, C2)
","(B2, C2, B3, C3)",Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
17,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_7.png,"If you turn a right-handed glove inside out, which hand will it fit now? ","Right hand, Left hand ",Left hand ,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
18,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_8.png,"Find the theme of the puzzle. INSTRUCTIONS

WORDS CAN GO LEFT, RIGHT, UP, DOWN, AND CAN ALSO BEND AT RIGHT ANGLES.

THERE ARE NO DIAGONAL WORDS.

ALL LETTERS FORM WORDS.

NO LETTER FORMS MORE THAN ONE WORD AT A TIME.","Seasons, Water, Summer, Forests, Sports",Water ,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
19,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_9.png,Compare the surface areas of the segments in this pie chart. Which of the following is true? ,"A=F, D=H, C=E, G=E, F=C",F=C,Spatial Orientation ,Mathematical & Arithmetic Reasoning,,
20,Image,Mid,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Mid+Band/mid_10.png,How many 4-sided shapes does this diagram have? ,"11-15, 16-20, 21-25, 26-30, 31-35
",26-30,Spatial IQ,Mathematical & Arithmetic Reasoning,,
21,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_1.png,How many blocks are missing? ,"20-24, 25-29, 30-34, 35-39, 40-44
",35-39,Spatial Orientation ,Spatial & Visual Reasoning,,
22,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_2.png,How many seperate compartments are formed? ,"21-24, 25-28, 29-32, 33-36, 37-40
",29-32,Spatial Orientation ,Spatial & Visual Reasoning,,
23,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_3.jpg,"Evi found a bottle & there's a treasure map inside!

She starts reading the instructions:

🔹 Face due north at the old oak tree.
🔹 Take 10 steps, then turn 45 degrees clockwise.
🔹 Take 20 more steps, turn around and go back 2 steps.
🔹 Turn 135 degrees clockwise. The treasure is buried underneath the boulder straight ahead.

In which direction is the boulder?","North, South, East, Northwest, Southwest",North ,Spatial Orientation ,Spatial & Visual Reasoning,,
24,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_4.png,How many ways can 'QUAD' be formed in the shape below? It is possible to travel vertically and horizontally and to make corners. ,"0-4, 5-14, 15-24, 25-34, >34",25-34,Spatial Orientation ,Pattern Recognition,,
25,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_5_new.png,"The image below contains 12 snowflakes, 12 sunsets, and 12 suns. Using two straight lines, create four sections so each section contains 3 of each shape.","A,B,C,D,E",C,Spatial Orientation ,Problem-Solving & Critical Thinking,,
26,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_6.png,What percentage of the entire chart is the yellow section? ,"1-2%, 3-4%, 5-6%, 7-8%, 9-10%",7-8%,Spatial Orientation ,Mathematical & Arithmetic Reasoning,,
27,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_7.png,"In the order green, purple, gold, what percent of a circle do the arcs cover?","(40%, 25%, 60%),
(40%, 30%, 60%),
(30%, 25%, 60%),
(40%, 25%, 66%),
(30%, 25%, 60%)","(40%, 25%, 60%)",Pattern Recognition ,Mathematical & Arithmetic Reasoning,,
28,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_8.png,How many bricks are missing? ,"5-15, 16-25, 26-35, 36-45, 46-55",36-45,Spatial Orientation ,Spatial & Visual Reasoning,,
29,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_9.png,"The blue car is traveling northeast.
What is the direction of the yellow car?","North-north-west, Southwest, Southeast, Northwest, South-south-east",Northwest,Spatial Orientation ,Spatial & Visual Reasoning,,
30,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_10.png,How many holes are in this t-shirt? ,"3,6,10,12,14,16 ",16,Spatial Orientation ,Spatial & Visual Reasoning,,
31,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_11.png,What is the minimum number of ways to cut this round cake so as to make 8 equal slices? ,"2,3,4,5,6",3,Spatial Orientation ,Mathematical & Arithmetic Reasoning,,
32,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_12.png,Which parking spaces do the blue cars occupy? ,"(15,04), (14,21), (14,18), (14,87) , (13,96)","(14,87)",Spatial Orientation ,Spatial & Visual Reasoning,,
33,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_13.png,Count the traingles. ,"10,11,12,13,14",13,Spatial Orientation ,Mathematical & Arithmetic Reasoning,,
34,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_14.png,"Is the top green line shorter, longer, or of equal length to the bottom green line? ","10% shorter, 20% shorter, equal length, 10% longer, 20% longer",equal length,Spatial Orientation ,Spatial & Visual Reasoning,,
35,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_15.png,Count the missing bricks. ,"0-20, 20-24, 25-29, 30-34, 35-39 ",35-39,Spatial Orientation ,Spatial & Visual Reasoning,,
36,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_16.png,What is the minimun number of equally sized circles that can overlap and create seven different compartments? ,"2,3,4,5,6",3,Spatial Orientation ,Spatial & Visual Reasoning,,
37,Image,Medium ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Medium+Band/medium_17.png,Which section of this structure looks off? ,"Leftmost column, 
Second column from left, Third column from right, Top row,
Bottom row
",Third column from right,Problem Sensitivity ,Spatial & Visual Reasoning,,
,,,,,,,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
41,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_1.png,Which of the figures below the line of drawings best completes the series?,"1,2,3,4,5",5,Pattern Recognition,Pattern Recognition,,
42,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_2.png,Which of the figures below the line of drawings best completes the series?,"1,2,3,4",3,,,,
43,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_3.jpg,How many four-sided figures appear in the diagram below?,"10, 16, 22, 25, 28
",25,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
44,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_4.png,Which letter is least like the others?,"A,B,C,D,E",D,Logical & Verbal Reasoning,Logical & Verbal Reasoning,,
45,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_5.png,Count the traingles. ,"10,12,14,16,18",18,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
46,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_6.png,Which proverb is the odd one out? ,"A,B,C,D,E",D,Logical & Verbal Reasoning,Logical & Verbal Reasoning,,
47,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_7.png,Count the squares and triangles. ," (6 squares, 6 triangles),
 (6 squares, 7 triangles),
(7 squares, 8 triangles),
(7 squares, 9 triangles),
(7 squares, 10 triangles)","(7 squares, 10 triangles)",Spatial Orientation ,Mathematical & Arithmetic Reasoning,,
48,Textual,Hard,,Which is not a universal artistic theme? ,"Sporting events, Nature, Social Commentary, Portraiture",Sporting Events,General Knowledge ,General Knowledge & Categorization,,
49,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_9.png,Find the odd one out. ,"A,B,C,D",D,Logical & Verbal Reasoning,Logical & Verbal Reasoning,,
50,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_10.png,"Which group of of objects, A,B,C,D can be assembled to form the figure below? ","A,B,C,D",A,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
51,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_11.png,Which matchstick needs to be moved in order to create a square? ,"Left, Top, Right, Bottom, Not possible
",Left,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
52,Image,Hard,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Hard+Band/hard_12.png,Which of the cubes is not identical to the unfolded net? ,"A,B,C,D,E",D,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
61,Textual,Advanced ,,Select the odd one out,"Sanskrit, Hindi, Punjabi, Sindhi, Farsi ",,,,,
62,Image,Advanced ,,"Complete the analogy
smith : cap :: wash :","Bird, Theater, Garage, Tail, Nose",Tail,Logical & Verbal Reasoning,Logical & Verbal Reasoning,,
63,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_3.png,These are three views of the same cube. Each side of the cube consists of a different color and one side of the cube is purple. Which color is the blank side of the middle cube?,"Purple, Yellow, Blue, Purple or blue, Purple or yellow", Purple or yellow,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
64,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_4.png,"Find the image of the dot (8, -2) under a clockwise rotation by 270° about the origin.","A,B,C,D,E",C,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
65,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_5.png,Which collection of shapes can be rearranged to form a square?,"A,B,C,D,E",A,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
66,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_6.jpg,Which option completes the pattern?,"A,B,C,D",A,Pattern Recognition,Pattern Recognition,,
67,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_7.png,Which option completes the pattern?,"A,B,C,D",A,Pattern Recognition,Pattern Recognition,,
68,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_8.png,Which option (1–6) completes the pattern?,"2 and 3, 4 and 5, 1 and 4, 1 and 2",1 and 2,Pattern Recognition,Pattern Recognition,,
69,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_9.png,Which of the cube is the same as the unfolded cube? ,"A,B,C,D,E",A,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
70,Image,Advanced ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Advanced+Band/advanced_10.png,How many more monsters and creatures are on the same side of the tape as number 1? ,"1,2,3,4,5",2,Logical & Verbal Reasoning,Logical & Verbal Reasoning,,
71,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/EXCEPTIONAL_1.png,Which image completes the pattern?,"1,2,3,4,5",3,Pattern Recognition,Pattern Recognition,,
72,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/EXCEPTIONAL_2.png,"Choose the correct water - image of the main figure from the given four figures.
","A,B,C,D",D,Spatial & Visual Reasoning,Spatial & Visual Reasoning,,
74,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_4.png,"I created this mosaic, which references a country I like to visit in my spare time. After analyzing the pattern, what country does it represent?","Lorule, Termina, Hyrule, Koholint Island
",Hyrule,General Knowledge & Categorization,General Knowledge & Categorization,,
75,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_5.png,The stained-glass window shown in the image represents a hidden mathematical pattern. What does it depict?,"A random arrangement of colored glass, A representation of the Fibonacci sequence, A superposition of two numerical sequences, A visual encryption of prime numbers
", A superposition of two numerical sequences,Mathematical & Arithmetic Reasoning,Mathematical & Arithmetic Reasoning,,
76,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_6.png,Which option completes the pattern?,"A,B,C,D",A,Pattern Recognition,Pattern Recognition,,
77,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_7.png,Which option completes the pattern?,"A,B,C,D",A,Pattern Recognition,Pattern Recognition,,
78,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_8.png,Which option completes the pattern?,"A,B,C,D",A,Pattern Recognition,Pattern Recognition,,
79,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_9.png,Which option completes the pattern?,"A,B,C,D",A,Pattern Recognition,Pattern Recognition,,
80,Image,Exceptional ,https://fyp-titans.s3.eu-north-1.amazonaws.com/Visual/Exceptional+Band/exceptional_10.png,Which option completes the pattern?,"A,B,C,D",C,Pattern Recognition,Pattern Recognition,,
